,id,Country,cause,year,incidence,prevalence,sex_Both,sex_Female,sex_Male,age_1 to 4,age_10 to 14,age_15 to 19,age_20 to 24,age_25 to 29,age_30 to 34,age_35 to 39,age_40 to 44,age_45 to 49,age_5 to 9,age_50 to 54,age_55 to 59,age_60 to 64,age_65 to 69,age_70 to 74,age_75 to 79,age_80 to 84,age_85 to 89,age_90 to 94
81928,36,Australia,Idiopathic developmental intellectual disability,2018,0.0,2804.1478716215306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483183,233,Estonia,Self-harm by other specified means,2018,0.0,299.62665801601764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
830425,430,Liberia,Schizophrenia,2017,0.0,138.30880488469558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
565569,288,Ghana,Amphetamine use disorders,2018,0.0,110.34202394075793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1475871,772,Tokelau,Autism spectrum disorders,2017,0.0,0.0266013527932102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1291922,686,Senegal,Major depressive disorder,2016,0.0,33148.85413102995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321253,702,Singapore,Amphetamine use disorders,2015,382.739154428529,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094086,578,Norway,Anorexia nervosa,2015,0.0,276.35622625471865,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440213,218,Ecuador,Cocaine use disorders,2018,0.0,385.7768742975297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1350756,90,Solomon Islands,Bipolar disorder,2019,0.0,31.70897820586837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1040798,554,New Zealand,Schizophrenia,2018,0.0,2149.704856853536,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
886247,462,Maldives,Schizophrenia,2015,5.432992257757013,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1453896,626,Timor-Leste,Self-harm by firearm,2019,0.0004380326250441,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1007530,516,Namibia,Alcohol use disorders,2018,0.0,1123.9883588195014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186250,630,Puerto Rico,Cocaine use disorders,2019,0.6146223528360331,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1548542,784,United Arab Emirates,Cocaine use disorders,2018,0.0,0.2234760354520701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1141706,598,Papua New Guinea,Major depressive disorder,2016,0.0,827.6313675013438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187717,68,Bolivia (Plurinational State of),Major depressive disorder,2017,3319.991424257581,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
730756,388,Jamaica,Cocaine use disorders,2018,0.0,6.575034199216946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34547,20,Andorra,Anxiety disorders,2018,60.40247127885726,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657331,348,Hungary,Other mental disorders,2019,0.0,7207.126011752431,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1590804,862,Venezuela (Bolivarian Republic of),Idiopathic developmental intellectual disability,2019,0.0,5995.510405672137,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391600,144,Sri Lanka,Autism spectrum disorders,2019,0.0,6204.93914809445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285212,140,Central African Republic,Bulimia nervosa,2018,320.7510397823184,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1140786,598,Papua New Guinea,Other drug use disorders,2018,0.0,0.0467476872206367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315882,156,China,Cocaine use disorders,2019,0.0,1113.4005470606469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1534864,804,Ukraine,Other drug use disorders,2016,45.67165141508903,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1340258,705,Slovenia,Attention-deficit/hyperactivity disorder,2019,0.0,678.6096000988518,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1116460,586,Pakistan,Autism spectrum disorders,2016,0.0,13767.531897850438,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370050,191,Croatia,Bipolar disorder,2015,86.55024429859655,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508068,242,Fiji,Idiopathic developmental intellectual disability,2019,0.0,339.0859861244902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458214,222,El Salvador,Bulimia nervosa,2017,0.0,357.136294682321,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477792,233,Estonia,Opioid use disorders,2016,31.09279979249433,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
470537,232,Eritrea,Dysthymia,2019,242.3499713793976,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1405033,740,Suriname,Schizophrenia,2017,0.7290488238753507,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1301209,690,Seychelles,Cocaine use disorders,2016,0.002500045483766,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1428007,760,Syrian Arab Republic,Anorexia nervosa,2018,87.72484072457397,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305748,690,Seychelles,Self-harm by firearm,2018,0.0,0.0588279531604319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1157301,604,Peru,Attention-deficit/hyperactivity disorder,2019,0.0,110.07675226360016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157739,84,Belize,Other drug use disorders,2017,0.0,8.662929178770378,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306030,152,Chile,Opioid use disorders,2019,0.0,97.0725401861244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1005253,516,Namibia,Other mental disorders,2015,0.0,699.5161039092567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1167445,608,Philippines,Idiopathic developmental intellectual disability,2017,0.0,176.48738209658435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308253,152,Chile,Anxiety disorders,2017,0.0,26373.90179739426,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356473,188,Costa Rica,Cocaine use disorders,2018,0.0,4.240597576404944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1526553,800,Uganda,Opioid use disorders,2017,287.76263843362875,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544308,268,Georgia,Alcohol use disorders,2018,130.28944907479172,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
740366,392,Japan,Attention-deficit/hyperactivity disorder,2019,0.0,223729.76844115084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789660,417,Kyrgyzstan,Cocaine use disorders,2017,0.0,158.97103974996747,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
628299,328,Guyana,Attention-deficit/hyperactivity disorder,2015,0.0,2757.803778577224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1460499,768,Togo,Other drug use disorders,2018,4.881363733910455,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1589152,862,Venezuela (Bolivarian Republic of),Major depressive disorder,2017,58318.970795348185,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1214036,643,Russian Federation,Cannabis use disorders,2017,0.0,88260.37761646777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731586,388,Jamaica,Anxiety disorders,2016,184.3336358060077,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
515272,246,Finland,Other drug use disorders,2019,0.0,183.82591713870224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1012197,520,Nauru,Amphetamine use disorders,2016,0.0091202628586953,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386887,196,Cyprus,Anorexia nervosa,2015,0.0,255.6664956495312,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629781,328,Guyana,Other drug use disorders,2019,0.087944270699053,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1347853,90,Solomon Islands,Amphetamine use disorders,2017,0.0,0.2183926078427955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607630,320,Guatemala,Self-harm by firearm,2017,0.0,23.09068564218737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867287,450,Madagascar,Idiopathic developmental intellectual disability,2017,0.0,20584.83249342228,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266699,674,San Marino,Bipolar disorder,2015,0.0,4.060327730721361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
899686,466,Mali,Other drug use disorders,2019,0.0,83.31957331371908,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217164,96,Brunei Darussalam,Major depressive disorder,2017,308.3740185378606,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604095,887,Yemen,Cannabis use disorders,2016,202.2229713609553,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329956,174,Comoros,Bipolar disorder,2016,0.0,72.19702923706878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209707,76,Brazil,Attention-deficit/hyperactivity disorder,2018,3103.8229500366906,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974186,499,Montenegro,Opioid use disorders,2017,0.0,60.92627875674289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1254364,882,Samoa,Schizophrenia,2016,0.408018466585462,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
697452,368,Iraq,Autism spectrum disorders,2016,0.0,8228.969566640624,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79308,36,Australia,Conduct disorder,2015,0.0,18203.112901087527,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947176,583,Micronesia (Federated States of),Autism spectrum disorders,2016,0.0,0.0191862007420502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1329626,703,Slovakia,Bipolar disorder,2015,0.0,2996.390550647716,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
864188,450,Madagascar,Opioid use disorders,2017,0.0,1162.4560235762158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
786265,417,Kyrgyzstan,Schizophrenia,2015,0.0,832.3580144768391,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764761,404,Kenya,Alcohol use disorders,2019,0.0,18106.300244403228,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
289808,140,Central African Republic,Schizophrenia,2019,0.0,834.0633148699301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092641,578,Norway,Opioid use disorders,2015,310.14754198564475,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784126,417,Kyrgyzstan,Cocaine use disorders,2015,3.953464578405988,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1167539,608,Philippines,Self-harm by firearm,2017,0.0,136.40848689373092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1069215,570,Niue,Cannabis use disorders,2015,0.0350519609130927,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802756,428,Latvia,Self-harm by firearm,2015,3.856465283809268,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102851,44,Bahamas,Anorexia nervosa,2015,0.0,21.679674597914023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1226874,659,Saint Kitts and Nevis,Bipolar disorder,2017,1.2406517469871214,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
713944,376,Israel,Opioid use disorders,2017,286.83212457601644,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781348,414,Kuwait,Other drug use disorders,2016,0.0,48.94243677818224,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1544186,784,United Arab Emirates,Major depressive disorder,2019,32121.17601104592,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1584868,862,Venezuela (Bolivarian Republic of),Self-harm by other specified means,2018,246.1480825498917,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137253,112,Belarus,Major depressive disorder,2015,10992.33133756635,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1339266,705,Slovenia,Attention-deficit/hyperactivity disorder,2016,0.0,1577.027630537029,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1200356,634,Qatar,Schizophrenia,2017,0.0,8.711897723814594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416418,262,Djibouti,Other drug use disorders,2016,0.0,1.3995226350876993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225740,100,Bulgaria,Cannabis use disorders,2016,90.14682070996469,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195150,70,Bosnia and Herzegovina,Opioid use disorders,2015,0.0,90.04353814798009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1331323,703,Slovakia,Dysthymia,2015,488.1594166449988,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
634124,332,Haiti,Anorexia nervosa,2017,187.90452943411924,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628852,328,Guyana,Self-harm by other specified means,2016,16.227034323354182,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84399,40,Austria,Opioid use disorders,2018,6.593118490702791,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25851,16,American Samoa,Dysthymia,2016,4.609745600011294,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
968039,499,Montenegro,Amphetamine use disorders,2018,0.9500183537398756,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1295895,688,Serbia,Other mental disorders,2015,0.0,794.9305571881071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
996450,104,Myanmar,Major depressive disorder,2016,0.0,23782.49643560613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490780,780,Trinidad and Tobago,Attention-deficit/hyperactivity disorder,2018,0.0,1757.3512987058418,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1263901,674,San Marino,Cocaine use disorders,2018,0.0,0.967631482559092,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249614,108,Burundi,Self-harm by firearm,2016,0.0,42.80311786164896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1507320,792,Turkey,Cocaine use disorders,2019,0.0,159.3052066087484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
937546,484,Mexico,Cannabis use disorders,2015,132.61668395974576,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1046987,558,Nicaragua,Self-harm by firearm,2017,5.983823904111397,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438218,218,Ecuador,Anxiety disorders,2017,13558.54068141358,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617722,894,Zambia,Autism spectrum disorders,2017,0.0,4207.4686387229,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271925,120,Cameroon,Schizophrenia,2019,0.0,4886.751499248942,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537515,270,Gambia,Anorexia nervosa,2016,92.2776789697219,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435275,218,Ecuador,Major depressive disorder,2019,51313.82426856287,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257677,132,Cabo Verde,Schizophrenia,2019,0.0,1.7189723387409537,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827629,430,Liberia,Bulimia nervosa,2018,254.88772830524744,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450876,764,Thailand,Autism spectrum disorders,2017,0.0,115.92414837516912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525857,266,Gabon,Bipolar disorder,2017,77.02715795372264,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504989,242,Fiji,Bipolar disorder,2017,16.272598487072514,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190622,68,Bolivia (Plurinational State of),Attention-deficit/hyperactivity disorder,2019,0.0,181.08790190466925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1377347,724,Spain,Anorexia nervosa,2018,2244.619067234794,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006030,516,Namibia,Other mental disorders,2017,0.0,360.25598741485595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562285,288,Ghana,Alcohol use disorders,2019,504.4046958363445,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123023,50,Bangladesh,Major depressive disorder,2019,0.0,77204.65715221754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1531542,800,Uganda,Other mental disorders,2019,0.0,17684.117071558492,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
618152,624,Guinea-Bissau,Other drug use disorders,2015,16.449022905760515,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280494,124,Canada,Conduct disorder,2019,10097.332575460912,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
297058,148,Chad,Alcohol use disorders,2018,0.0,2986.0247327155653,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302803,152,Chile,Major depressive disorder,2015,41728.93871625842,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
814728,422,Lebanon,Dysthymia,2016,0.0,1.0655704085947164,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581964,304,Greenland,Self-harm by other specified means,2016,0.0,1.1335653522681808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1389858,144,Sri Lanka,Alcohol use disorders,2017,0.0,16980.460110744054,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1428289,760,Syrian Arab Republic,Cannabis use disorders,2015,1.425125049759623,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1473625,772,Tokelau,Schizophrenia,2019,0.0,0.1467368541073353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
871278,454,Malawi,Alcohol use disorders,2017,755.1856557535148,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219147,646,Rwanda,Conduct disorder,2015,4880.547135957201,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
883534,458,Malaysia,Amphetamine use disorders,2017,0.0,200.44740497565263,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1408656,740,Suriname,Anorexia nervosa,2017,0.0,3.972265189171818,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282208,124,Canada,Anxiety disorders,2019,0.0,94073.67096600556,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844594,440,Lithuania,Alcohol use disorders,2019,145.3166640090979,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276827,124,Canada,Cannabis use disorders,2016,2528.016831637346,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048802,558,Nicaragua,Alcohol use disorders,2016,0.0,17243.91843880214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
769976,296,Kiribati,Anxiety disorders,2015,0.0,465.1136022087281,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328538,174,Comoros,Other drug use disorders,2015,0.0,0.4117805051311213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517446,250,France,Schizophrenia,2017,41.22808815738073,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
803988,428,Latvia,Bulimia nervosa,2017,5.137272071254091,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
693154,368,Iraq,Bipolar disorder,2018,33.845722299928774,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121211,50,Bangladesh,Self-harm by other specified means,2015,1036.0112074732594,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515373,246,Finland,Dysthymia,2019,0.0,6598.447018369327,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568530,300,Greece,Schizophrenia,2019,110.33133559609033,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315335,694,Sierra Leone,Bipolar disorder,2015,0.0,3.195145380664099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146838,600,Paraguay,Amphetamine use disorders,2017,1.944411455635529,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1111215,586,Pakistan,Anxiety disorders,2019,36.87006885400073,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246155,108,Burundi,Anxiety disorders,2016,211.9745172928029,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
963017,496,Mongolia,Self-harm by other specified means,2016,0.0,15.558217049116353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
969417,499,Montenegro,Anxiety disorders,2019,108.34180802329004,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323246,702,Singapore,Anorexia nervosa,2019,6.643245244619416,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414582,262,Djibouti,Other mental disorders,2019,0.0,776.7575221066427,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1543368,784,United Arab Emirates,Major depressive disorder,2016,4574.020264840694,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913321,584,Marshall Islands,Bipolar disorder,2017,0.6140226380826729,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236472,854,Burkina Faso,Cocaine use disorders,2016,26.984567865333744,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714612,376,Israel,Bipolar disorder,2018,0.0,3092.757462250882,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225565,100,Bulgaria,Alcohol use disorders,2016,1572.735093064966,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
549738,268,Georgia,Amphetamine use disorders,2019,0.0,9.817216599361656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215530,76,Brazil,Attention-deficit/hyperactivity disorder,2018,0.0,25944.14622031605,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021318,524,Nepal,Schizophrenia,2019,106.52827491423182,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881828,458,Malaysia,Self-harm by other specified means,2019,0.0,2108.765478462752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149071,56,Belgium,Attention-deficit/hyperactivity disorder,2017,0.0,205.38130924250908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1216009,643,Russian Federation,Attention-deficit/hyperactivity disorder,2019,0.0,4619.747029092867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
957076,492,Monaco,Cocaine use disorders,2018,0.0,1.1103227095604993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1559560,840,United States of America,Idiopathic developmental intellectual disability,2017,0.0,35625.88431332548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
